LG,TEAM,FName,LName,POS1,G, OPS , SLG , AVG , OBP ,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,SB%, ERA ,GS,W,L,PCT,CG,SV, IP ,HA,RA,ER,BBA,SOA,GP,HRA,ShO, FPCT1 ,G1,GS1,TC1,INN1,PO1,A1,E1,DP1, POS2 , FPCT2 , G2 , GS2 , TC2 , INN2 , PO2 , A2 , E2 , DP2 ,Year,TEAM LG,ID,BATS,THROWS
N,HOU,Jared,Fernández,P ,2,,,,,0,0,0,0,0,0,0,0,0,0,0,, 54.00 ,1,0,0,,0,0, 1.0 ,6,6,6,5,0,2,0,0, 1.000 ,2,1,1,1,1,0,0,0,,,,,,,,,,,2004,HOU N,FernándezJared,,
N,ARI,Mike,Fetters,P ,23,,,,,0,0,0,0,0,0,0,0,0,0,0,, 8.90 ,0,0,1, -   ,0,1, 18.2 ,23,22,18,14,14,23,2,0, 0.800 ,23,0,5,18,2,2,1,0,,,,,,,,,,,2004,ARI N,FettersMike,,
A,TB,Robert,Fick,OF,89, 0.589 , 0.319 , 0.199 , 0.270 ,226,14,45,5,2,6,26,22,36,0,0,,,,,,  ,,,,,,,,,,,, 0.977 ,34,27,128,223,122,3,3,8,, 1.000 , 1.000 , 1.000 , 9.000 , 8.000 , 9.000 , -   , -   , 1.000 ,2004,TB A,FickRobert,,
A,KC,Nate,Field,P ,4,,,,,0,0,0,0,0,0,0,0,0,0,0,, 4.29 ,0,2,3, 0.400 ,0,3, 44.1 ,40,25,21,19,30,43,5,0, 1.000 ,43,0,5,44,2,3,0,0,,,,,,,,,,,2004,KC A,FieldNate,,
A,ANA,Chone,Figgins,OF,148, 0.771 , 0.419 , 0.296 , 0.351 ,577,83,171,22,17,5,60,49,94,34,13,72.3%,,,,,  ,,,,,,,,,,,, 0.964 ,182,142,414,1282,203,196,15,22,,,,,,,,,,,2004,ANA A,FigginsChone,,
N,PIT,Nelson,Figueroa,P ,10, 0.286 , 0.143 , 0.143 , 0.143 ,7,0,1,0,0,0,1,0,2,0,0,, 5.77 ,3,0,3, -   ,0,0, 28.1 ,32,18,18,11,10,10,4,0, 1.000 ,10,3,4,28,1,3,0,0,,,,,,,,,,,2004,PIT N,FigueroaNelson,,
N,MON,Jeremy,Fikac,P ,18,,,,,0,0,0,0,0,0,0,0,0,0,0,, 5.40 ,0,1,2, 0.333 ,0,0, 25.0 ,26,16,15,13,22,19,5,0, 1.000 ,19,0,6,25,1,5,0,1,,,,,,,,,,,2004,MON N,FikacJeremy,,
A,TOR,Bob,File,P ,3, -   , -   , -   , -   ,1,0,0,0,0,0,0,0,1,0,0,, 4.88 ,0,1,0, 1.000 ,0,0, 33.2 ,45,19,18,12,15,24,4,0, 1.000 ,24,0,11,33,3,8,0,2,,,,,,,,,,,2004,TOR A,FileBob,,
N,LA,Steve,Finley,OF,162, 0.826 , 0.490 , 0.271 , 0.335 ,628,92,170,28,1,36,94,61,82,9,7,56.3%,,,,,  ,,,,,,,,,,,, 0.992 ,158,157,367,1380,359,5,3,3,,,,,,,,,,,2004,LA N,FinleySteve,,
A,NY,John,Flaherty,C ,47, 0.745 , 0.465 , 0.252 , 0.280 ,127,11,32,9,0,6,16,5,25,0,2,0.0%,,,,,  ,,,,,,,,,,,, 0.989 ,46,35,277,328,255,19,3,3,,,,,,,,,,,2004,NY A,FlahertyJohn,,
N,LA,José,Flores,2B,9, 0.650 , 0.250 , 0.250 , 0.400 ,4,0,1,0,0,0,0,1,2,0,0,,,,,,  ,,,,,,,,,,,, 1.000 ,2,1,1,9,0,1,0,0,,,,,,,,,,,2004,LA N,FloresJosé,,
N,STL,Randy,Flores,P ,9, -   , -   , -   , -   ,2,0,0,0,0,0,0,0,1,0,0,, 1.93 ,1,1,0, 1.000 ,0,0, 14.0 ,13,3,3,3,7,9,0,0,,9,1,0,14,0,0,0,0,,,,,,,,,,,2004,STL N,FloresRandy,,
N,NY,Cliff,Floyd,OF,113, 0.801 , 0.462 , 0.260 , 0.339 ,396,55,103,26,0,18,63,47,103,11,4,73.3%,,,,,  ,,,,,,,,,,,, 0.988 ,106,105,171,863,164,5,2,1,,,,,,,,,,,2004,NY N,FloydCliff,,
N,PHI,Gavin,Floyd,P ,6, -   , -   , -   , -   ,10,0,0,0,0,0,0,0,5,0,0,, 3.52 ,4,2,0, 1.000 ,0,0, 28.1 ,25,11,11,16,24,6,1,0, 1.000 ,6,4,4,28,1,3,0,0,,,,,,,,,,,2004,PHI N,FloydGavin,,
N,PIT,Josh,Fogg,P ,31, 0.170 , 0.094 , 0.075 , 0.075 ,53,1,4,1,0,0,3,0,13,0,0,, 4.65 ,32,11,10, 0.524 ,0,0, 178.1 ,193,98,92,66,82,32,17,0, 0.961 ,32,32,51,178,13,36,2,5,,,,,,,,,,,2004,PIT N,FoggJosh,,
N,SF,Jesse,Foppert,P ,1,,,,,0,0,0,0,0,0,0,0,0,0,0,, -   ,0,0,0,,0,0, 1.0 ,1,0,0,0,2,1,0,0,,1,0,0,1,0,0,0,0,,,,,,,,,,,2004,SF N,FoppertJesse,,
N,MIL,Ben,Ford,P ,19,,,,,0,0,0,0,0,0,0,0,0,0,0,, 6.38 ,0,1,1, 0.500 ,0,0, 24.0 ,25,17,17,10,13,19,4,0, 1.000 ,19,0,3,24,0,3,0,1,,,,,,,,,,,2004,MIL N,FordBen,,
A,MIN,Lew,Ford,OF,154, 0.819 , 0.446 , 0.299 , 0.373 ,569,89,170,31,4,15,72,67,75,20,2,90.9%,,,,,  ,,,,,,,,,,,, 0.986 ,137,121,279,1106,268,7,4,0,,,,,,,,,,,2004,MIN A,FordLew,,
A,TB,Brook,Fordyce,C ,54, 0.535 , 0.285 , 0.205 , 0.250 ,151,14,31,6,0,2,9,9,34,0,0,,,,,,  ,,,,,,,,,,,, 0.990 ,51,46,288,400,274,11,3,3,,,,,,,,,,,2004,TB A,FordyceBrook,,
A,TB,Bartolomé,Fortunato,P ,16,,,,,0,0,0,0,0,0,0,0,0,0,0,, 3.91 ,0,1,0, 1.000 ,0,1, 25.3 ,24,11,11,15,25,18,3,0, 1.000 ,18,0,3,25,2,1,0,1,,,,,,,,,,,2004,TB A,FortunatoBartolomé,,
N,ARI,Casey,Fossum,P ,27, 0.212 , 0.095 , 0.095 , 0.116 ,42,3,4,0,0,0,0,1,16,0,0,, 6.65 ,27,4,15, 0.211 ,0,0, 142.0 ,171,111,105,63,117,27,31,0, 1.000 ,27,27,24,142,4,20,0,1,,,,,,,,,,,2004,ARI N,FossumCasey,,
A,BOS,Keith,Foulke,P ,3,,,,,0,0,0,0,0,0,0,0,0,0,0,, 2.17 ,0,5,3, 0.625 ,0,32, 83.0 ,63,22,20,15,79,72,8,0, 1.000 ,72,0,16,83,5,11,0,1,,,,,,,,,,,2004,BOS A,FoulkeKeith,,
N,MON,Andy,Fox,3B,46, 0.253 , 0.145 , 0.091 , 0.107 ,55,4,5,0,0,1,1,1,19,0,0,,,,,,  ,,,,,,,,,,,, 1.000 ,12,4,19,49,3,16,0,0,, 1.000 , 7.000 , 2.000 , 14.000 , 25.000 , 5.000 , 9.000 , -   , 2.000 ,2004,MON N,FoxAndy,,
N,FLA,Chad,Fox,P ,12,,,,,0,0,0,0,0,0,0,0,0,0,0,, 7.06 ,0,0,1, -   ,0,0, 10.2 ,9,8,8,8,17,12,1,0, 1.000 ,12,0,2,10,1,1,0,0,,,,,,,,,,,2004,FLA N,FoxChad,,
A,TEX,Frank,Francisco,P ,5,,,,,0,0,0,0,0,0,0,0,0,0,0,, 3.35 ,0,5,1, 0.833 ,0,0, 51.1 ,36,19,19,28,60,45,4,0, 1.000 ,45,0,6,51,4,2,0,0,,,,,,,,,,,2004,TEX A,FranciscoFrank,,
N,COL,Jeff,Francis,P ,7, -   , -   , -   , -   ,10,1,0,0,0,0,0,0,4,0,0,, 5.22 ,7,3,2, 0.600 ,0,0, 36.2 ,42,22,21,13,32,7,8,0, 1.000 ,7,7,8,36,2,6,0,1,,,,,,,,,,,2004,COL N,FrancisJeff,,
N,NY,John,Franco,P ,50,,,,,0,0,0,0,0,0,0,0,0,0,0,, 5.28 ,0,2,7, 0.222 ,0,0, 46.0 ,46,28,27,24,36,52,6,0, 1.000 ,52,0,6,46,0,6,0,0,,,,,,,,,,,2004,NY N,FrancoJohn,,
N,ATL,Julio,Franco,1B,125, 0.820 , 0.441 , 0.309 , 0.379 ,320,37,99,18,3,6,57,36,68,4,2,66.7%,,,,,  ,,,,,,,,,,,, 0.997 ,84,71,677,631,627,48,2,68,,,,,,,,,,,2004,ATL N,FrancoJulio,,
A,SEA,Ryan,Franklin,P ,2, 0.250 , -   , -   , 0.250 ,3,0,0,0,0,0,0,1,2,0,0,, 4.90 ,32,4,16, 0.200 ,2,0, 200.1 ,224,116,109,61,104,32,33,1, 0.921 ,32,32,38,200,16,19,3,2,,,,,,,,,,,2004,SEA A,FranklinRyan,,
N,SF,Wayne,Franklin,P ,41, 0.833 , 0.333 , 0.333 , 0.500 ,3,2,1,0,0,0,2,1,0,0,0,, 6.45 ,2,2,1, 0.667 ,0,0, 50.2 ,55,37,36,22,40,43,11,0, 1.000 ,43,2,7,50,2,5,0,0,,,,,,,,,,,2004,SF N,FranklinWayne,,
A,TOR,Jason,Frasor,P ,4,,,,,0,0,0,0,0,0,0,0,0,0,0,, 4.10 ,0,4,6, 0.400 ,0,17, 68.1 ,64,31,31,36,54,63,4,0, 1.000 ,63,0,16,68,8,8,0,1,,,,,,,,,,,2004,TOR A,FrasorJason,,
A,TOR,Kevin,Frederick,P ,,,,,,,,,,,,,,,,,, 6.70 ,0,0,2, -   ,0,0, 28.2 ,32,21,21,16,22,22,4,0, 1.000 ,22,0,3,28,3,0,0,0,,,,,,,,,,,2004,TOR A,FrederickKevin,,
N,CIN,Ryan,Freel,OF,143, 0.730 , 0.368 , 0.277 , 0.362 ,505,74,140,21,8,3,28,67,88,37,10,78.7%,,,,,  ,,,,,,,,,,,, 0.963 ,171,128,405,1106,252,138,15,18,,,,,,,,,,,2004,CIN N,FreelRyan,,
N,COL,Choo,Freeman,OF,45, 0.598 , 0.300 , 0.189 , 0.298 ,90,15,17,3,2,1,11,14,21,1,1,50.0%,,,,,  ,,,,,,,,,,,, 0.986 ,41,24,71,245,69,1,1,0,,,,,,,,,,,2004,COL N,FreemanChoo,,
N,COL,Brian,Fuentes,P ,47,,,,,0,0,0,0,0,0,0,0,0,0,0,, 5.70 ,0,2,4, 0.333 ,0,0, 44.2 ,46,30,28,19,48,47,5,0, 0.857 ,47,0,7,44,0,6,1,0,,,,,,,,,,,2004,COL N,FuentesBrian,,
A,TEX,Brad,Fullmer,1B,76, 0.747 , 0.442 , 0.233 , 0.305 ,258,41,60,19,1,11,33,27,30,1,2,33.3%,,,,,  ,,,,,,,,,,,, 1.000 ,4,3,15,17,15,0,0,5,,,,,,,,,,,2004,TEX A,FullmerBrad,,
A,MIN,Aaron,Fultz,P ,4,,,,,0,0,0,0,0,0,0,0,0,0,0,, 5.04 ,0,3,3, 0.500 ,0,1, 50.0 ,50,28,28,23,37,55,5,0, 1.000 ,55,0,10,50,2,8,0,0,,,,,,,,,,,2004,MIN A,FultzAaron,,
N,ATL,Rafael,Furcal,SS,143, 0.760 , 0.414 , 0.279 , 0.346 ,563,103,157,24,5,14,59,58,71,29,6,82.9%,,,,,  ,,,,,,,,,,,, 0.962 ,132,130,627,1136,192,411,24,101,,,,,,,,,,,2004,ATL N,FurcalRafael,,
N,LA,Eric,Gagne,P ,67, -   , -   , -   , -   ,3,0,0,0,0,0,0,0,3,0,0,, 2.19 ,0,7,3, 0.700 ,0,45, 82.1 ,53,24,20,22,114,70,5,0, 1.000 ,70,0,11,82,5,6,0,1,,,,,,,,,,,2004,LA N,GagneEric,,
A,ANA,Andrés,Galarraga,1B,7, 0.900 , 0.600 , 0.300 , 0.300 ,10,1,3,0,0,1,2,0,3,0,0,,,,,,  ,,,,,,,,,,,, 1.000 ,1,1,10,9,9,1,0,2,,,,,,,,,,,2004,ANA A,GalarragaAndrés,,
N,HOU,Mike,Gallo,P ,67, -   , -   , -   , -   ,1,0,0,0,0,0,0,0,0,0,0,, 4.77 ,0,2,0, 1.000 ,0,0, 49.1 ,55,27,26,20,34,69,12,0, 1.000 ,69,0,13,49,4,9,0,2,,,,,,,,,,,2004,HOU N,GalloMike,,
N,NY,Danny,García,2B,58, 0.700 , 0.362 , 0.232 , 0.338 ,138,23,32,7,1,3,17,22,34,3,0,100.0%,,,,,  ,,,,,,,,,,,, 0.969 ,44,40,194,341,97,91,6,19,,,,,,,,,,,2004,NY N,GarcíaDanny,,
A,CHI,Freddy,García,P ,2, -   , -   , -   , -   ,4,0,0,0,0,0,0,0,3,0,0,, 3.81 ,31,13,11, 0.542 ,1,0, 210.0 ,192,92,89,64,184,31,22,0, 1.000 ,31,31,48,210,11,37,0,3,,,,,,,,,,,2004,CHI A,GarcíaFreddy,,
A,OAK,Jairo,Garcia,P ,,,,,,,,,,,,,,,,,, 13.85 ,0,0,0,,0,0, 5.2 ,5,8,8,9,5,4,3,0, 1.000 ,4,0,3,5,1,2,0,0,,,,,,,,,,,2004,OAK A,GarciaJairo,,
N,ATL,Jesse,García,SS,50, 0.589 , 0.330 , 0.252 , 0.259 ,115,14,29,4,1,1,10,1,16,1,2,33.3%,,,,,  ,,,,,,,,,,,, 0.953 ,39,26,148,256,47,94,7,19,,,,,,,,,,,2004,ATL N,GarcíaJesse,,
N,NY,Karim,García,OF,85, 0.656 , 0.388 , 0.229 , 0.268 ,258,33,59,7,2,10,33,14,50,3,0,100.0%,,,,,  ,,,,,,,,,,,, 0.968 ,51,44,94,386,91,0,3,0,, 1.000 , 23.000 , 17.000 , 44.000 , 153.000 , 43.000 , 1.000 , -   , -   ,2004,NY N,GarcíaKarim,,
N,CHI,Nomar,Garciaparra,SS,81, 0.833 , 0.477 , 0.308 , 0.357 ,321,52,99,21,3,9,41,24,30,4,1,80.0%,,,,,  ,,,,,,,,,,,, 0.970 ,79,78,305,675,121,175,9,34,,,,,,,,,,,2004,CHI N,GarciaparraNomar,,
A,TEX,Rosman,García,P ,,,,,,,,,,,,,,,,,, 5.81 ,0,0,0,,0,0, 6.2 ,9,5,4,5,5,4,1,0, 1.000 ,4,0,1,6,0,1,0,0,,,,,,,,,,,2004,TEX A,GarcíaRosman,,
A,CHI,Jon,Garland,P ,2, 0.500 , 0.250 , 0.250 , 0.250 ,4,0,1,0,0,0,0,0,0,0,0,, 4.89 ,33,12,11, 0.522 ,1,0, 217.0 ,223,125,118,76,113,34,34,0, 0.966 ,34,33,58,217,21,35,2,3,,,,,,,,,,,2004,CHI A,GarlandJon,,
A,TB,Joey,Gathright,OF,19, 0.528 , 0.250 , 0.250 , 0.278 ,52,11,13,0,0,0,1,2,14,6,1,85.7%,,,,,  ,,,,,,,,,,,, 1.000 ,16,14,30,126,30,0,0,0,,,,,,,,,,,2004,TB A,GathrightJoey,,
A,TB,Chad,Gaudin,P ,3, -   , -   , -   , -   ,1,0,0,0,0,0,0,0,0,0,0,, 4.91 ,4,1,2, 0.333 ,0,0, 42.2 ,59,27,23,16,30,26,4,0, 0.857 ,26,4,7,42,1,5,1,0,,,,,,,,,,,2004,TB A,GaudinChad,,
N,PHI,Geoff,Geary,P ,29, -   , -   , -   , -   ,1,0,0,0,0,0,0,0,0,0,0,, 5.50 ,0,1,0, 1.000 ,0,0, 44.2 ,52,29,27,16,30,33,8,0, 0.857 ,33,0,7,44,3,3,1,0,,,,,,,,,,,2004,PHI N,GearyGeoff,,
A,KC,Chris,George,P ,1, 0.333 , -   , -   , 0.333 ,2,0,0,0,0,0,0,1,0,0,0,, 7.27 ,7,1,2, 0.333 ,0,0, 42.1 ,60,39,34,25,15,10,1,0, 0.900 ,10,7,10,42,2,7,1,1,,,,,,,,,,,2004,KC A,GeorgeChris,,
A,OAK,Esteban,Germán,3B,31, 0.597 , 0.300 , 0.250 , 0.297 ,60,9,15,1,1,0,7,4,13,0,1,0.0%,,,,,  ,,,,,,,,,,,, 0.967 ,25,13,61,147,17,42,2,9,,,,,,,,,,,2004,OAK A,GermánEsteban,,
A,DET,Franklyn,Germán,P ,3, -   , -   , -   , -   ,1,0,0,0,0,0,0,0,1,0,0,, 7.61 ,0,1,0, 1.000 ,0,0, 14.2 ,17,15,12,11,8,16,4,0, 0.667 ,16,0,3,14,2,0,1,0,,,,,,,,,,,2004,DET A,GermánFranklyn,,
N,SD,Justin,Germano,P ,7, -   , -   , -   , -   ,7,0,0,0,0,0,0,0,3,0,0,, 8.96 ,5,1,2, 0.333 ,0,0, 21.1 ,31,24,21,14,16,7,2,0, 1.000 ,7,5,4,21,1,3,0,0,,,,,,,,,,,2004,SD N,GermanoJustin,,
A,CLE,Jody,Gerut,OF,134, 0.733 , 0.405 , 0.252 , 0.327 ,481,72,121,31,5,11,51,54,59,13,6,68.4%,,,,,  ,,,,,,,,,,,, 0.986 ,132,121,278,1120,267,7,4,2,,,,,,,,,,,2004,CLE A,GerutJody,,
A,KC,Byron,Gettis,OF,21, 0.576 , 0.256 , 0.179 , 0.319 ,39,7,7,1,1,0,1,8,14,0,1,0.0%,,,,,  ,,,,,,,,,,,, 0.930 ,21,15,43,136,38,2,3,1,,,,,,,,,,,2004,KC A,GettisByron,,
A,NY,Jason,Giambi,1B,80, 0.707 , 0.379 , 0.208 , 0.328 ,264,33,55,9,0,12,40,47,62,0,1,0.0%,,,,,  ,,,,,,,,,,,, 0.990 ,47,47,390,375,372,14,4,30,,,,,,,,,,,2004,NY A,GiambiJason,,
A,BAL,Jay,Gibbons,OF,97, 0.683 , 0.379 , 0.246 , 0.304 ,346,36,85,14,1,10,47,29,64,1,1,50.0%,,,,,  ,,,,,,,,,,,, 0.988 ,80,75,249,669,227,19,3,12,,,,,,,,,,,2004,BAL A,GibbonsJay,,
N,SD,Brian,Giles,OF,159, 0.850 , 0.475 , 0.284 , 0.375 ,609,97,173,33,7,23,94,89,80,10,3,76.9%,,,,,  ,,,,,,,,,,,, 0.979 ,159,158,338,1383,323,8,7,3,,,,,,,,,,,2004,SD N,GilesBrian,,
N,ATL,Marcus,Giles,2B,102, 0.814 , 0.443 , 0.311 , 0.371 ,379,61,118,22,2,8,48,36,70,17,4,81.0%,,,,,  ,,,,,,,,,,,, 0.975 ,97,94,487,789,186,289,12,69,,,,,,,,,,,2004,ATL N,GilesMarcus,,
A,BAL,Gerónimo,Gil,C ,12, 0.687 , 0.344 , 0.281 , 0.343 ,32,1,9,2,0,0,4,3,5,0,0,,,,,,  ,,,,,,,,,,,, 1.000 ,11,8,68,78,64,4,0,1,,,,,,,,,,,2004,BAL A,GilGerónimo,,
N,ARI,Jerry,Gil,SS,29, 0.395 , 0.221 , 0.174 , 0.174 ,86,3,15,2,1,0,8,0,33,2,0,100.0%,,,,,  ,,,,,,,,,,,, 0.955 ,28,24,112,212,34,73,5,18,,,,,,,,,,,2004,ARI N,GilJerry,,
N,MIL,Keith,Ginter,3B,113, 0.806 , 0.479 , 0.262 , 0.326 ,386,47,101,23,2,19,60,37,100,8,1,88.9%,,,,,  ,,,,,,,,,,,, 0.974 ,103,95,340,870,124,207,9,29,,,,,,,,,,,2004,MIL N,GinterKeith,,
N,NY,Matt,Ginter,P ,13, 0.598 , 0.286 , 0.214 , 0.313 ,14,1,3,1,0,0,1,2,5,0,0,, 4.56 ,14,1,3, 0.250 ,0,0, 69.1 ,82,41,35,20,38,15,8,0, 0.800 ,15,14,10,69,4,4,2,0,,,,,,,,,,,2004,NY N,GinterMatt,,
A,TB,Charles,Gipson,SS,5, 1.000 , 0.500 , 0.500 , 0.500 ,4,1,2,0,0,0,0,0,1,1,0,100.0%,,,,,  ,,,,,,,,,,,, 1.000 ,5,0,5,10,3,2,0,1,,,,,,,,,,,2004,TB A,GipsonCharles,,
N,COL,Chris,Gissell,P ,5, -   , -   , -   , -   ,1,0,0,0,0,0,0,0,0,0,0,, 15.37 ,1,0,1, -   ,0,0, 8.2 ,20,14,14,3,11,5,4,0, 1.000 ,5,1,1,8,1,0,0,0,,,,,,,,,,,2004,COL N,GissellChris,,
N,PHI,Doug,Glanville,OF,87, 0.512 , 0.265 , 0.210 , 0.247 ,162,21,34,1,1,2,14,8,21,8,0,100.0%,,,,,  ,,,,,,,,,,,, 1.000 ,69,30,112,351,112,0,0,0,,,,,,,,,,,2004,PHI N,GlanvilleDoug,,
A,ANA,Troy,Glaus,3B,58, 0.924 , 0.575 , 0.251 , 0.349 ,207,47,52,11,1,18,42,31,52,2,3,40.0%,,,,,  ,,,,,,,,,,,, 0.950 ,19,19,40,165,11,27,2,2,,,,,,,,,,,2004,ANA A,GlausTroy,,
N,NY,Tom,Glavine,P ,33, 0.569 , 0.241 , 0.204 , 0.328 ,54,5,11,2,0,0,8,10,10,0,0,, 3.61 ,33,11,14, 0.440 ,1,0, 212.1 ,204,94,85,70,109,33,20,1, 0.983 ,33,33,60,212,10,49,1,2,,,,,,,,,,,2004,NY N,GlavineTom,,
A,CHI,Ross,Gload,OF,110, 0.853 , 0.479 , 0.321 , 0.374 ,234,28,75,16,0,7,44,20,37,0,3,0.0%,,,,,  ,,,,,,,,,,,, 0.990 ,82,46,295,456,279,13,3,15,,,,,,,,,,,2004,CHI A,GloadRoss,,
N,MIL,Gary,Glover,P ,4, -   , -   , -   , -   ,7,0,0,0,0,0,0,0,4,0,0,, 3.50 ,3,2,1, 0.667 ,0,0, 18.0 ,18,9,7,8,8,4,2,0, 0.857 ,4,3,7,18,3,3,1,0,,,,,,,,,,,2004,MIL N,GloverGary,,
A,TOR,Ryan,Glynn,P ,,,,,,,,,,,,,,,,,, 4.05 ,2,1,0, 1.000 ,0,0, 20.0 ,19,9,9,8,14,6,4,0, 0.600 ,6,2,5,20,2,1,2,0,,,,,,,,,,,2004,TOR A,GlynnRyan,,
A,KC,Jimmy,Gobble,P ,1, -   , -   , -   , -   ,2,0,0,0,0,0,0,0,1,0,0,, 5.35 ,24,9,8, 0.529 ,1,0, 148.0 ,157,94,88,43,49,25,24,0, 0.857 ,25,24,21,148,8,10,3,0,,,,,,,,,,,2004,KC A,GobbleJimmy,,
A,TB,Jonny,Gomes,,5, 0.205 , 0.071 , 0.071 , 0.133 ,14,0,1,0,0,0,1,1,6,0,0,,,,,,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004,TB A,GomesJonny,,
A,KC,Alexis,Gómez,OF,13, 0.633 , 0.310 , 0.276 , 0.323 ,29,1,8,1,0,0,4,2,8,0,0,,,,,,  ,,,,,,,,,,,, 0.955 ,13,7,22,73,21,0,1,0,,,,,,,,,,,2004,KC A,GómezAlexis,,
A,TOR,Chris,Gómez,SS,109, 0.682 , 0.346 , 0.282 , 0.336 ,341,41,96,11,1,3,37,28,41,3,2,60.0%,,,,,  ,,,,,,,,,,,, 0.974 ,104,88,462,807,222,228,12,58,,,,,,,,,,,2004,TOR A,GómezChris,,
A,TEX,Adrián,González,1B,16, 0.654 , 0.381 , 0.238 , 0.273 ,42,7,10,3,0,1,7,2,6,0,0,,,,,,  ,,,,,,,,,,,, 0.990 ,11,10,101,89,94,6,1,13,,,,,,,,,,,2004,TEX A,GonzálezAdrián,,
N,MON,Álex,González,,83, 0.629 , 0.368 , 0.225 , 0.261 ,285,36,64,18,1,7,27,14,64,2,2,50.0%,,,,,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004,MON N,GonzálezÁlex5197,,
N,FLA,Álex,González,,159, 0.686 , 0.419 , 0.232 , 0.267 ,561,67,130,30,3,23,79,27,126,3,1,75.0%,,,,,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004,FLA N,GonzálezÁlex6077,,
A,TB,Dicky,González,P ,,,,,,,,,,,,,,,,,, 6.34 ,0,0,0,,0,0, 7.1 ,9,5,5,2,7,4,1,0, 1.000 ,4,0,2,7,1,1,0,0,,,,,,,,,,,2004,TB A,GonzálezDicky,,
N,ARI,Édgar,González,P ,10, 0.308 , 0.154 , 0.154 , 0.154 ,13,0,2,0,0,0,0,0,2,0,0,, 9.37 ,10,0,9, -   ,0,0, 46.1 ,72,49,48,18,31,10,15,0, 1.000 ,10,10,7,46,0,7,0,2,,,,,,,,,,,2004,ARI N,GonzálezÉdgar,,
A,TB,Jeremi,González,P ,,,,,,,,,,,,,,,,,, 7.01 ,8,0,5, -   ,0,0, 50.1 ,72,42,39,20,22,11,9,0, 0.778 ,11,8,9,50,2,5,2,0,,,,,,,,,,,2004,TB A,GonzálezJeremi,,
A,KC,Juan,González,OF,33, 0.764 , 0.441 , 0.276 , 0.324 ,127,17,35,4,1,5,17,9,19,0,1,0.0%,,,,,  ,,,,,,,,,,,, 0.948 ,29,29,58,237,52,3,3,1,,,,,,,,,,,2004,KC A,GonzálezJuan,,
N,ARI,Luis,González,,105, 0.865 , 0.493 , 0.259 , 0.371 ,379,69,98,28,5,17,48,68,58,2,2,50.0%,,,,,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004,ARI N,GonzálezLuis4576,,
N,COL,Luis,González,,102, 0.792 , 0.469 , 0.292 , 0.323 ,322,42,94,17,2,12,40,15,67,1,5,16.7%,,,,,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004,COL N,GonzálezLuis7258,,
N,PIT,Mike,González,P ,44, 3.000 , 2.000 , 1.000 , 1.000 ,1,0,1,1,0,0,2,0,0,0,0,, 1.25 ,0,3,1, 0.750 ,0,1, 43.1 ,32,7,6,6,55,47,2,0, 0.857 ,47,0,7,43,1,5,1,0,,,,,,,,,,,2004,PIT N,GonzálezMike,,
A,CLE,Raúl,González,OF,7, 0.182 , 0.091 , 0.091 , 0.091 ,11,0,1,0,0,0,0,0,4,0,0,,,,,,  ,,,,,,,,,,,, 1.000 ,4,2,7,18,7,0,0,0,,,,,,,,,,,2004,CLE A,GonzálezRaúl,,
N,ARI,Andrew,Good,P ,16, -   , -   , -   , -   ,5,0,0,0,0,0,1,0,2,0,0,, 5.37 ,2,1,2, 0.333 ,0,0, 40.2 ,43,25,24,13,26,17,8,0, 1.000 ,17,2,6,40,2,4,0,1,,,,,,,,,,,2004,ARI N,GoodAndrew,,
N,CHI,Tom,Goodwin,OF,77, 0.533 , 0.276 , 0.200 , 0.257 ,105,11,21,8,0,0,3,8,22,5,0,100.0%,,,,,  ,,,,,,,,,,,, 1.000 ,29,11,30,130,30,0,0,0,,,,,,,,,,,2004,CHI N,GoodwinTom,,
A,NY,Tom,Gordon,P ,4, -   , -   , -   , -   ,1,0,0,0,0,0,0,0,0,0,0,, 2.22 ,0,9,4, 0.692 ,0,4, 89.2 ,56,23,22,23,96,80,5,0, 0.950 ,80,0,20,89,6,13,1,1,,,,,,,,,,,2004,NY A,GordonTom,,
N,ARI,Mike,Gosling,P ,6, 0.143 , -   , -   , 0.143 ,6,0,0,0,0,0,0,1,4,0,0,, 4.66 ,4,1,1, 0.500 ,0,0, 25.1 ,26,13,13,13,14,6,5,0, 0.750 ,6,4,4,25,2,1,1,0,,,,,,,,,,,2004,ARI N,GoslingMike,,
A,KC,Rubén,Gotay,2B,44, 0.686 , 0.375 , 0.270 , 0.311 ,152,17,41,7,3,1,16,9,36,0,1,0.0%,,,,,  ,,,,,,,,,,,, 0.983 ,42,41,178,368,78,97,3,29,,,,,,,,,,,2004,KC A,GotayRubén,,
N,PIT,John,Grabow,P ,64, -   , -   , -   , -   ,1,0,0,0,0,0,0,0,0,0,0,, 5.15 ,0,2,5, 0.286 ,0,1, 61.2 ,81,39,35,28,64,68,8,0, 1.000 ,68,0,17,61,2,15,0,2,,,,,,,,,,,2004,PIT N,GrabowJohn,,
